#,Pattern,,Time (msec),,,,,Cumulative
,,,Absolute,vs. best,vs. mean,vs. median,,
1927,[456] N1 N2 N5 N3 S2 N4 S1 N2 N1 S4,2,965.9,39.33333333,21.03410643,21.96666667,1.31836E-05,0.985259201
1928,[560] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 S5,0,965.9333333,39.36666667,21.06743976,22,9.76563E-07,0.985260178
1929,[517] N1 N2 S1 N4 S8 N1 N2 N5 N3 S3,1,965.9333333,39.36666667,21.06743976,22,1.75781E-05,0.985277756
1930,[457] N1 N2 N5 S7 N7 S3 N3 N5 S5,2,965.9333333,39.36666667,21.06743976,22,2.63672E-05,0.985304123
1931,[458] N1 N2 S5 N5 S7 N3 N5 N2 N1 S8,2,965.9333333,39.36666667,21.06743976,22,1.31836E-05,0.985317307
1932,[459] N1 S8 N4 N6 S3 N3 N5 N2 N1 S1,2,965.9333333,39.36666667,21.06743976,22,0.000210938,0.985528244
1933,[561] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 S5,0,965.9666667,39.4,21.1007731,22.03333333,2.44141E-07,0.985528488
1934,[460] N1 N2 N5 N3 S7 N5 S5 N2 N1 S8,2,965.9666667,39.4,21.1007731,22.03333333,1.31836E-05,0.985541672
1935,[397] N1 N2 S5 N5 N2 S5 N5 N3 S3,3,965.9666667,39.4,21.1007731,22.03333333,1.31836E-05,0.985554855
1936,[562] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 S5,0,966,39.43333333,21.13410643,22.06666667,2.44141E-07,0.985555099
1937,[461] N1 N2 N5 N3 S3 N6 N4 S8 N1 S1,2,966,39.43333333,21.13410643,22.06666667,5.27344E-05,0.985607834
1938,[398] N1 S1 N2 N5 S7 N3 N5 N2 N1 S8,3,966,39.43333333,21.13410643,22.06666667,3.2959E-06,0.98561113
1939,[563] N1 N2 N5 S5 N2 N5 N3 S2 N4 N6 S3,0,966.0333333,39.46666667,21.16743976,22.1,9.76563E-07,0.985612106
1940,[564] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 S5,0,966.0333333,39.46666667,21.16743976,22.1,9.76563E-07,0.985613083
1941,[462] N1 S1 N2 N5 N3 S7 N5 N3 S7,2,966.0333333,39.46666667,21.16743976,22.1,5.27344E-05,0.985665817
1942,[399] N1 N2 N5 S7 N3 S2 N4 N6 S3,3,966.0333333,39.46666667,21.16743976,22.1,2.63672E-05,0.985692184
1943,[400] N1 S1 N2 N5 N3 S7 N5 N2 N1 S8,3,966.0333333,39.46666667,21.16743976,22.1,1.31836E-05,0.985705368
1944,[463] N1 N2 N5 S7 N3 N5 S5 N2 N1 S8,2,966.0666667,39.5,21.2007731,22.13333333,3.2959E-06,0.985708664
1945,[464] N1 N2 S5 N5 N3 S7 N5 N2 N1 S8,2,966.0666667,39.5,21.2007731,22.13333333,2.63672E-05,0.985735031
1946,[401] N1 N2 N5 S7 N7 S3 N6 N4 S8,3,966.0666667,39.5,21.2007731,22.13333333,5.27344E-05,0.985787766
1947,[402] N1 N2 N5 S5 N2 N5 S5 N2 N5 S7,3,966.0666667,39.5,21.2007731,22.13333333,8.23975E-07,0.985788589
1948,[565] N1 N2 N5 N3 S3 S2 N3 N5 N2 N1 S8,0,966.1,39.53333333,21.23410643,22.16666667,9.76563E-07,0.985789566
1949,[518] N1 N2 S5 N5 N3 S7 N5 N3 S7,1,966.1,39.53333333,21.23410643,22.16666667,3.51563E-05,0.985824722
1950,[519] N1 N2 N5 N3 S2 N4 N6 S3 N7 S7,1,966.1333333,39.56666667,21.26743976,22.2,0.000140625,0.985965347
1951,[465] N1 S1 N2 N5 N3 S7 N5 N3 S3,2,966.1333333,39.56666667,21.26743976,22.2,2.63672E-05,0.985991714
1952,[466] N1 N2 N5 N3 S7 N7 S3 N3 S2,2,966.1666667,39.6,21.3007731,22.23333333,0.000105469,0.986097183
1953,[566] N1 N2 N5 N3 S2 S3 N3 N5 N2 N1 S8,0,966.2,39.63333333,21.33410643,22.26666667,4.88281E-07,0.986097672
1954,[567] N1 N2 N5 N3 S3 N7 S7 N5 N2 S5,0,966.2,39.63333333,21.33410643,22.26666667,7.8125E-06,0.986105484
1955,[568] N1 N2 N5 S7 N7 S3 N3 N5 N2 S5,0,966.2,39.63333333,21.33410643,22.26666667,1.95313E-06,0.986107437
1956,[520] N1 N2 S5 N5 N3 S7 N5 N3 S3,1,966.2,39.63333333,21.33410643,22.26666667,1.75781E-05,0.986125015
1957,[467] N1 N2 S1 N4 N6 S3 N3 N5 S5,2,966.2,39.63333333,21.33410643,22.26666667,0.000105469,0.986230484
1958,[468] N1 N2 N5 S5 N2 N5 N3 S2 N4 S8,2,966.2333333,39.66666667,21.36743976,22.3,3.2959E-06,0.98623378
1959,[469] N1 S1 N4 N6 S3 N3 N5 N2 S5,2,966.2333333,39.66666667,21.36743976,22.3,0.000210938,0.986444717
1960,[521] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 S7,1,966.2666667,39.7,21.4007731,22.33333333,2.19727E-06,0.986446915
1961,[522] N1 N2 N5 S7 N3 S3 N6 N4 S2,1,966.2666667,39.7,21.4007731,22.33333333,3.51563E-05,0.986482071
1962,[523] N1 N2 N5 S5 N2 N5 S7 N3 N5 S7,1,966.3,39.73333333,21.43410643,22.36666667,1.09863E-06,0.98648317
1963,[403] N1 N2 N5 N3 S2 N4 S8 N1 N2 S5,3,966.3,39.73333333,21.43410643,22.36666667,1.31836E-05,0.986496353
1964,[569] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 S1,0,966.3333333,39.76666667,21.46743976,22.4,1.95313E-06,0.986498306
1965,[524] N1 N2 N5 S7 N3 N5 N2 S5 N5 S7,1,966.3333333,39.76666667,21.46743976,22.4,2.19727E-06,0.986500504
1966,[404] N1 N2 N5 N3 S3 S2 N3 N5 S5,3,966.3333333,39.76666667,21.46743976,22.4,1.31836E-05,0.986513687
1967,[405] N1 N2 N5 S7 N3 N5 N2 S5 S4,3,966.3333333,39.76666667,21.46743976,22.4,1.31836E-05,0.986526871
1968,[525] N1 N2 N5 N3 S7 N5 N2 S5 N5 S7,1,966.3666667,39.8,21.5007731,22.43333333,8.78906E-06,0.98653566
1969,[526] N1 N2 N5 N3 S7 N5 S5 N2 N5 S7,1,966.3666667,39.8,21.5007731,22.43333333,4.39453E-06,0.986540054
1970,[406] N1 N2 S5 N5 S7 N3 N5 N2 S5,3,966.3666667,39.8,21.5007731,22.43333333,1.31836E-05,0.986553238
1971,[407] N1 N2 N5 N3 S7 N5 N2 S5 S4,3,966.3666667,39.8,21.5007731,22.43333333,5.27344E-05,0.986605972
1972,[470] N1 N2 N5 S7 N3 N5 S7 N7 S3,2,966.4,39.83333333,21.53410643,22.46666667,2.63672E-05,0.986632339
1973,[408] N1 N2 N5 N3 S2 S3 N3 N5 S5,3,966.4,39.83333333,21.53410643,22.46666667,6.5918E-06,0.986638931
1974,[471] N1 N2 N5 S7 N7 S3 N3 N5 S7,2,966.4333333,39.86666667,21.56743976,22.5,2.63672E-05,0.986665298
1975,[409] N1 N2 N5 N3 S2 S1 N2 N5 N3 S7,3,966.4333333,39.86666667,21.56743976,22.5,1.31836E-05,0.986678482
1976,[570] N1 N2 N5 N3 S2 N4 S1 N2 N5 N3 S2,0,966.4666667,39.9,21.6007731,22.53333333,2.44141E-07,0.986678726
1977,[571] N1 N2 S1 N4 N6 S3 N3 N5 N2 S5,0,966.4666667,39.9,21.6007731,22.53333333,7.8125E-06,0.986686539
1978,[572] N1 N2 N5 N3 S7 N5 N3 S2 N4 S8,0,966.5,39.93333333,21.63410643,22.56666667,9.76563E-07,0.986687515
1979,[527] N1 N2 N5 S7 N3 N5 S5 N2 N5 S7,1,966.5,39.93333333,21.63410643,22.56666667,1.09863E-06,0.986688614
1980,[472] N1 S8 N4 N6 S3 N3 N5 N2 N1 S4,2,966.5,39.93333333,21.63410643,22.56666667,0.000421875,0.987110489
1981,[410] N1 N2 N5 N3 S2 S1 N2 N5 N3 S3,3,966.5333333,39.96666667,21.66743976,22.6,6.5918E-06,0.987117081
1982,[411] N1 N2 N5 S7 N3 N5 N2 N1 S1 S2,3,966.5333333,39.96666667,21.66743976,22.6,3.2959E-06,0.987120377
1983,[412] N1 N2 S5 N5 N3 S7 N5 N2 S5,3,966.5333333,39.96666667,21.66743976,22.6,2.63672E-05,0.987146744
1984,[528] N1 N2 N5 N3 S3 S2 N3 N5 N2 S5,1,966.5666667,40,21.7007731,22.63333333,8.78906E-06,0.987155533
1985,[473] N1 N2 N5 N3 S3 N7 S7 N3 S2,2,966.5666667,40,21.7007731,22.63333333,0.000105469,0.987261002
1986,[413] N1 N2 N5 N3 S7 N5 N2 N1 S1 S2,3,966.5666667,40,21.7007731,22.63333333,1.31836E-05,0.987274185
1987,[529] N1 N2 N5 N3 S2 S3 N3 N5 N2 S5,1,966.6333333,40.06666667,21.76743976,22.7,4.39453E-06,0.98727858
1988,[530] N1 S1 N4 N6 S3 N3 N5 N2 N1 S1,1,966.6333333,40.06666667,21.76743976,22.7,7.03125E-05,0.987348892
1989,[573] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 S7,0,966.6666667,40.1,21.8007731,22.73333333,2.44141E-07,0.987349136
1990,[414] N1 N2 N5 N3 S3 N6 N4 S2 S1,3,966.6666667,40.1,21.8007731,22.73333333,2.63672E-05,0.987375504
1991,[415] N1 N2 S1 N1 N2 N5 S5 N2 N5 N3 S2,3,966.6666667,40.1,21.8007731,22.73333333,4.11987E-07,0.987375916
1992,[474] N1 N2 N5 N3 S2 N4 S1 N1 N2 S5,2,966.7,40.13333333,21.83410643,22.76666667,1.31836E-05,0.987389099
1993,[475] N1 N2 S1 N4 N6 S3 N3 N5 S7,2,966.7,40.13333333,21.83410643,22.76666667,0.000105469,0.987494568
1994,[416] N1 S1 N2 N5 N3 S3 N6 N4 S2,3,966.7333333,40.16666667,21.86743976,22.8,2.63672E-05,0.987520935
1995,[476] N1 N2 S1 N1 N2 S1 N1 N2 N5 N3 S7,2,966.7666667,40.2,21.9007731,22.83333333,1.64795E-06,0.987522583
1996,[574] N1 N2 N5 S7 N3 N5 N2 S1 N4 S8,0,966.8,40.23333333,21.93410643,22.86666667,9.76563E-07,0.98752356
1997,[477] N1 N2 S5 N5 N3 S3 N6 N4 S2,2,966.8,40.23333333,21.93410643,22.86666667,5.27344E-05,0.987576294
1998,[478] N1 N2 S5 N5 S7 N3 N5 N2 N1 S1,2,966.8,40.23333333,21.93410643,22.86666667,1.31836E-05,0.987589478
1999,[479] N1 N2 N5 N3 S3 N6 N4 S8 N1 S4,2,966.8,40.23333333,21.93410643,22.86666667,0.000105469,0.987694946
2000,[417] N1 N2 N5 N3 S3 S2 N3 N5 S7,3,966.8,40.23333333,21.93410643,22.86666667,1.31836E-05,0.98770813
2001,[418] N1 N2 N5 S5 N2 N5 N3 S3 S2,3,966.8,40.23333333,21.93410643,22.86666667,6.5918E-06,0.987714722
2002,[575] N1 N2 N5 N3 S7 N5 N2 S1 N4 S8,0,966.8333333,40.26666667,21.96743976,22.9,3.90625E-06,0.987718628
2003,[480] N1 N2 N5 N3 S7 N5 S5 N2 N1 S1,2,966.8333333,40.26666667,21.96743976,22.9,1.31836E-05,0.987731812
2004,[531] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 S1,1,966.8666667,40.3,22.0007731,22.93333333,5.49316E-07,0.987732361
2005,[481] N1 N2 S1 N1 N2 S1 N1 N2 N5 N3 S3,2,966.8666667,40.3,22.0007731,22.93333333,8.23975E-07,0.987733185
2006,[419] N1 N2 S1 N4 S2 N3 N5 N2 N1 S8,3,966.8666667,40.3,22.0007731,22.93333333,1.31836E-05,0.987746368
2007,[420] N1 N2 N5 N3 S2 S3 N3 N5 S7,3,966.8666667,40.3,22.0007731,22.93333333,6.5918E-06,0.98775296
2008,[421] N1 S1 N2 N5 S7 N3 N5 N2 N1 S1,3,966.8666667,40.3,22.0007731,22.93333333,3.2959E-06,0.987756256
2009,[532] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 S1,1,966.9,40.33333333,22.03410643,22.96666667,2.19727E-06,0.987758453
2010,[533] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 S1,1,966.9,40.33333333,22.03410643,22.96666667,2.19727E-06,0.987760651
2011,[534] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 S1,1,966.9,40.33333333,22.03410643,22.96666667,5.49316E-07,0.9877612
2012,[535] N1 N2 S1 N1 N2 N5 N3 S7 N5 N3 S2,1,966.9,40.33333333,22.03410643,22.96666667,1.09863E-06,0.987762299
2013,[482] N1 N2 N5 N3 S2 N4 N6 S3 N3 S2,2,966.9,40.33333333,22.03410643,22.96666667,2.63672E-05,0.987788666
2014,[422] N1 S1 N2 N5 N3 S7 N5 N2 N1 S1,3,966.9,40.33333333,22.03410643,22.96666667,1.31836E-05,0.987801849
2015,[576] N1 N2 N5 N3 S3 N6 N4 S1 N2 S5,0,966.9333333,40.36666667,22.06743976,23,3.90625E-06,0.987805756
2016,[483] N1 N2 S5 N5 N3 S7 N5 N2 N1 S1,2,966.9333333,40.36666667,22.06743976,23,2.63672E-05,0.987832123
2017,[423] N1 N2 N5 N3 S7 N5 N3 S2 S3,3,966.9333333,40.36666667,22.06743976,23,1.31836E-05,0.987845306
2018,[577] N1 N2 N5 N3 S3 S2 N3 N5 N2 N1 S1,0,966.9666667,40.4,22.1007731,23.03333333,9.76563E-07,0.987846283
2019,[484] N1 N2 N5 S7 N3 N5 S5 N2 N1 S1,2,966.9666667,40.4,22.1007731,23.03333333,3.2959E-06,0.987849579
2020,[424] N1 N2 N5 N3 S2 N4 S1 N2 N1 S8,3,966.9666667,40.4,22.1007731,23.03333333,3.2959E-06,0.987852875
2021,[485] N1 N2 N5 S5 S4 N1 N2 N5 N3 S7,2,967,40.43333333,22.13410643,23.06666667,5.27344E-05,0.987905609
2022,[425] N1 N2 S5 N5 N2 S1 N1 N2 N5 N3 S2,3,967.0333333,40.46666667,22.16743976,23.1,1.64795E-06,0.987907257
2023,[578] N1 N2 N5 N3 S2 S3 N3 N5 N2 N1 S1,0,967.0666667,40.5,22.2007731,23.13333333,4.88281E-07,0.987907745
2024,[536] N1 N2 N5 N3 S7 N5 N3 S3 S2,1,967.0666667,40.5,22.2007731,23.13333333,1.75781E-05,0.987925323
2025,[426] N1 N2 N5 N3 S3 N6 N4 S1 S2,3,967.0666667,40.5,22.2007731,23.13333333,5.27344E-05,0.987978058
2026,[486] N1 N2 N5 S5 S4 N1 N2 N5 N3 S3,2,967.1,40.53333333,22.23410643,23.16666667,2.63672E-05,0.988004425
2027,[427] N1 N2 N5 S7 N7 S3 N6 N4 S2,3,967.1,40.53333333,22.23410643,23.16666667,5.27344E-05,0.988057159
2028,[428] N1 N2 S5 N5 N2 N1 S1 N2 N5 N3 S2,3,967.1,40.53333333,22.23410643,23.16666667,3.2959E-06,0.988060455
2029,[487] N1 N2 N5 N3 S2 N4 S1 N2 N5 S5,2,967.1333333,40.56666667,22.26743976,23.2,3.2959E-06,0.988063751
2030,[429] N1 N2 N5 S5 N2 N1 S1 N2 N5 N3 S2,3,967.1333333,40.56666667,22.26743976,23.2,8.23975E-07,0.988064575
2031,[430] N1 N2 N5 S5 N2 S1 N1 N2 N5 N3 S2,3,967.1333333,40.56666667,22.26743976,23.2,4.11987E-07,0.988064987
2032,[537] N1 N2 N5 S7 N3 S3 N6 N4 S1,1,967.1666667,40.6,22.3007731,23.23333333,7.03125E-05,0.9881353
2033,[538] N1 N2 N5 N3 S3 N6 N4 S1 N1 S4,1,967.1666667,40.6,22.3007731,23.23333333,7.03125E-05,0.988205612
2034,[579] N1 N2 N5 N3 S7 N7 S3 N3 S7,0,967.2,40.63333333,22.33410643,23.26666667,0.00003125,0.988236862
2035,[580] N1 N2 S1 N1 N2 N5 N3 S3 N6 N4 S8,0,967.2,40.63333333,22.33410643,23.26666667,4.88281E-07,0.98823735
2036,[539] N1 S1 N4 N6 S3 N3 N5 N2 N1 S4,1,967.2,40.63333333,22.33410643,23.26666667,0.000140625,0.988377975
2037,[488] N1 N2 N5 S5 N2 N5 S5 N2 N5 N3 S2,2,967.2,40.63333333,22.33410643,23.26666667,8.23975E-07,0.988378799
2038,[489] N1 N2 S1 N1 N2 N5 N3 S3 N7 S7,2,967.3,40.73333333,22.43410643,23.36666667,2.63672E-05,0.988405167
2039,[581] N1 N2 N5 N3 S3 N7 S7 N3 S3,0,967.3333333,40.76666667,22.46743976,23.4,0.00003125,0.988436417
2040,[540] N1 N2 S1 N1 N2 N5 S5 N2 N5 N3 S7,1,967.3333333,40.76666667,22.46743976,23.4,1.09863E-06,0.988437515
2041,[490] N1 N2 S5 N5 S7 N3 N5 N2 N1 S4,2,967.3333333,40.76666667,22.46743976,23.4,2.63672E-05,0.988463882
2042,[491] N1 N2 S1 N1 N2 N5 N3 S7 N7 S3,2,967.3666667,40.8,22.5007731,23.43333333,2.63672E-05,0.98849025
2043,[492] N1 N2 N5 N3 S7 N5 S5 N2 N1 S4,2,967.3666667,40.8,22.5007731,23.43333333,2.63672E-05,0.988516617
2044,[431] N1 N2 N5 S7 N3 N5 N2 S1 N1 S4,3,967.3666667,40.8,22.5007731,23.43333333,3.2959E-06,0.988519913
2045,[432] N1 N2 N5 N3 S7 N5 N2 S1 N1 S4,3,967.4,40.83333333,22.53410643,23.46666667,1.31836E-05,0.988533096
2046,[582] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 N3 S2,0,967.4333333,40.86666667,22.56743976,23.5,2.44141E-07,0.98853334
2047,[583] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 S1,0,967.4333333,40.86666667,22.56743976,23.5,2.44141E-07,0.988533585
2048,[584] N1 N2 N5 S5 N2 N5 N3 S7 N5 N3 S2,0,967.4333333,40.86666667,22.56743976,23.5,2.44141E-07,0.988533829
2049,[541] N1 N2 S1 N1 N2 N5 S5 N2 N5 N3 S3,1,967.4333333,40.86666667,22.56743976,23.5,5.49316E-07,0.988534378
2050,[433] N1 N2 N5 S7 N3 N5 S7 N3 S2,3,967.4333333,40.86666667,22.56743976,23.5,3.2959E-06,0.988537674
2051,[434] N1 N2 N5 S7 N3 N5 N2 S5 S6,3,967.4333333,40.86666667,22.56743976,23.5,6.5918E-06,0.988544266
2052,[435] N1 S1 N2 N5 N3 S7 N5 N2 N1 S4,3,967.4333333,40.86666667,22.56743976,23.5,2.63672E-05,0.988570633
2053,[436] N1 S1 N2 N5 S7 N3 N5 N2 N1 S4,3,967.4333333,40.86666667,22.56743976,23.5,6.5918E-06,0.988577225
2054,[585] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 S1,0,967.4666667,40.9,22.6007731,23.53333333,9.76563E-07,0.988578201
2055,[586] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 S1,0,967.4666667,40.9,22.6007731,23.53333333,4.88281E-07,0.98857869
2056,[587] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 S1,0,967.4666667,40.9,22.6007731,23.53333333,1.2207E-07,0.988578812
2057,[437] N1 N2 N5 N3 S7 N5 N2 S5 S6,3,967.4666667,40.9,22.6007731,23.53333333,2.63672E-05,0.988605179
2058,[588] N1 N2 N5 N3 S7 N5 S5 N2 N5 N3 S2,0,967.5,40.93333333,22.63410643,23.56666667,4.88281E-07,0.988605667
2059,[493] N1 N2 N5 S7 N3 N5 S5 N2 N1 S4,2,967.5,40.93333333,22.63410643,23.56666667,6.5918E-06,0.988612259
2060,[494] N1 N2 S5 N5 N3 S7 N5 N2 N1 S4,2,967.5,40.93333333,22.63410643,23.56666667,5.27344E-05,0.988664993
2061,[589] N1 N2 N5 N3 S3 N6 N4 S2 N3 S3,0,967.5333333,40.96666667,22.66743976,23.6,3.90625E-06,0.9886689
2062,[590] N1 N2 N5 N3 S3 S2 N3 N5 N2 N1 S4,0,967.5333333,40.96666667,22.66743976,23.6,1.95313E-06,0.988670853
2063,[591] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 N1 S8,0,967.5333333,40.96666667,22.66743976,23.6,6.10352E-08,0.988670914
2064,[592] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N1 S8,0,967.5666667,41,22.7007731,23.63333333,1.2207E-07,0.988671036
2065,[593] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 N1 S8,0,967.5666667,41,22.7007731,23.63333333,2.44141E-07,0.98867128
2066,[542] N1 N2 N5 S7 N7 S3 N3 N5 N2 S1,1,967.5666667,41,22.7007731,23.63333333,8.78906E-06,0.988680069
2067,[543] N1 N2 N5 N3 S3 N7 S7 N5 N3 S2,1,967.5666667,41,22.7007731,23.63333333,1.75781E-05,0.988697647
2068,[438] N1 S8 N4 N6 S3 N3 N5 N2 N1 S8,3,967.5666667,41,22.7007731,23.63333333,0.000105469,0.988803116
2069,[594] N1 N2 N5 N3 S2 S3 N3 N5 N2 N1 S4,0,967.6,41.03333333,22.73410643,23.66666667,9.76563E-07,0.988804092
2070,[595] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N1 S8,0,967.6,41.03333333,22.73410643,23.66666667,4.88281E-07,0.988804581
2071,[544] N1 N2 N5 N3 S3 N7 S7 N5 N2 S1,1,967.6,41.03333333,22.73410643,23.66666667,3.51563E-05,0.988839737
2072,[439] N1 N2 N5 N3 S3 S2 N4 S1,3,967.6,41.03333333,22.73410643,23.66666667,2.63672E-05,0.988866104
2073,[440] N1 S1 N4 N6 S3 N3 N5 N2 S1,3,967.6,41.03333333,22.73410643,23.66666667,0.000105469,0.988971573
2074,[441] N1 N2 S1 N1 N2 N5 N3 S7 N5 S5,3,967.6,41.03333333,22.73410643,23.66666667,3.2959E-06,0.988974869
2075,[596] N1 N2 N5 S7 N3 N5 N2 S5 N5 N3 S2,0,967.6333333,41.06666667,22.76743976,23.7,1.2207E-07,0.988974991
2076,[597] N1 N2 N5 S7 N3 N5 S5 N2 N5 N3 S2,0,967.6333333,41.06666667,22.76743976,23.7,1.2207E-07,0.988975113
2077,[495] N1 N2 N5 S7 N3 N5 N2 N1 S4 S5,2,967.6333333,41.06666667,22.76743976,23.7,5.27344E-05,0.989027847
2078,[442] N1 N2 S1 N1 N2 N5 N3 S2 N4 S1,3,967.6333333,41.06666667,22.76743976,23.7,1.64795E-06,0.989029495
2079,[443] N1 S1 N2 N5 N3 S3 N6 N4 S1,3,967.6333333,41.06666667,22.76743976,23.7,5.27344E-05,0.98908223
2080,[598] N1 N2 N5 N3 S7 N5 N2 S5 N5 N3 S2,0,967.6666667,41.1,22.8007731,23.73333333,4.88281E-07,0.989082718
2081,[496] N1 N2 N5 N3 S7 N5 N2 N1 S4 S5,2,967.6666667,41.1,22.8007731,23.73333333,0.000210938,0.989293655
2082,[444] N1 N2 N5 N3 S2 N4 S1 N1 N2 S1,3,967.6666667,41.1,22.8007731,23.73333333,3.2959E-06,0.989296951
2083,[497] N1 N2 S5 N5 N3 S3 N6 N4 S1,2,967.7,41.13333333,22.83410643,23.76666667,0.000105469,0.98940242
2084,[545] N1 N2 S5 N5 N2 S1 N1 N2 N5 N3 S7,1,967.7333333,41.16666667,22.86743976,23.8,4.39453E-06,0.989406815
2085,[498] N1 N2 N5 S7 N3 S3 N6 N4 S8,2,967.7333333,41.16666667,22.86743976,23.8,5.27344E-05,0.989459549
2086,[445] N1 N2 S1 N4 S2 N3 N5 N2 N1 S1,3,967.7666667,41.2,22.9007731,23.83333333,1.31836E-05,0.989472733
2087,[446] N1 N2 S1 N1 N2 N5 S7 N3 N5 S5,3,967.7666667,41.2,22.9007731,23.83333333,8.23975E-07,0.989473557
2088,[599] N1 N2 N5 N3 S7 N7 S3 N6 N4 S8,0,967.8,41.23333333,22.93410643,23.86666667,0.000015625,0.989489182
2089,[546] N1 N2 S5 N5 N2 N1 S1 N2 N5 N3 S7,1,967.8,41.23333333,22.93410643,23.86666667,8.78906E-06,0.989497971
2090,[547] N1 N2 S1 N4 N6 S3 N3 N5 N2 S1,1,967.8333333,41.26666667,22.96743976,23.9,3.51563E-05,0.989533127
2091,[548] N1 N2 N5 S5 N2 N1 S1 N2 N5 N3 S7,1,967.8333333,41.26666667,22.96743976,23.9,2.19727E-06,0.989535324
2092,[549] N1 N2 N5 S5 N2 S1 N1 N2 N5 N3 S7,1,967.8333333,41.26666667,22.96743976,23.9,1.09863E-06,0.989536423
2093,[550] N1 N2 S5 N5 N2 S1 N1 N2 N5 N3 S3,1,967.8333333,41.26666667,22.96743976,23.9,2.19727E-06,0.98953862
2094,[499] N1 N2 N5 N3 S2 N4 S1 N2 N5 S7,2,967.8333333,41.26666667,22.96743976,23.9,3.2959E-06,0.989541916
2095,[447] N1 N2 N5 N3 S2 N4 S1 N2 N1 S1,3,967.8333333,41.26666667,22.96743976,23.9,3.2959E-06,0.989545212
2096,[600] N1 N2 N5 N3 S3 N6 N4 S2 N3 S7,0,967.8666667,41.3,23.0007731,23.93333333,7.8125E-06,0.989553024
2097,[601] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 S5,0,967.8666667,41.3,23.0007731,23.93333333,3.90625E-06,0.989556931
2098,[602] N1 N2 N5 S5 N2 N5 S5 N2 N5 N3 S7,0,967.9,41.33333333,23.03410643,23.96666667,2.44141E-07,0.989557175
2099,[551] N1 N2 S5 N5 N2 N1 S1 N2 N5 N3 S3,1,967.9,41.33333333,23.03410643,23.96666667,4.39453E-06,0.989561569
2100,[552] N1 N2 N5 S5 N2 N5 N3 S3 N7 S7,1,967.9,41.33333333,23.03410643,23.96666667,1.75781E-05,0.989579147
2101,[553] N1 N2 N5 S5 N2 N1 S1 N2 N5 N3 S3,1,967.9333333,41.36666667,23.06743976,24,1.09863E-06,0.989580246
2102,[554] N1 N2 N5 S5 N2 S1 N1 N2 N5 N3 S3,1,967.9333333,41.36666667,23.06743976,24,5.49316E-07,0.989580795
2103,[555] N1 N2 N5 S5 N2 N5 N3 S7 N7 S3,1,967.9333333,41.36666667,23.06743976,24,1.75781E-05,0.989598373
2104,[500] N1 N2 N5 N3 S3 S2 N4 N6 S3,2,967.9333333,41.36666667,23.06743976,24,0.000105469,0.989703842
2105,[501] N1 N2 N5 N3 S2 S1 N1 N2 N5 N3 S7,2,967.9333333,41.36666667,23.06743976,24,6.5918E-06,0.989710434
2106,[603] N1 N2 N5 N3 S2 N4 N6 S3 N3 S7,0,967.9666667,41.4,23.1007731,24.03333333,7.8125E-06,0.989718246
2107,[604] N1 N2 N5 S7 N3 N5 N2 S1 N4 S2,0,967.9666667,41.4,23.1007731,24.03333333,9.76563E-07,0.989719223
2108,[502] N1 N2 N5 N3 S3 S2 N3 N5 N2 S1,2,967.9666667,41.4,23.1007731,24.03333333,1.31836E-05,0.989732407
2109,[503] N1 N2 S1 N1 N2 N5 N3 S2 N4 N6 S3,2,967.9666667,41.4,23.1007731,24.03333333,6.5918E-06,0.989738998
2110,[504] N1 N2 N5 N3 S7 N5 N3 S7 S6,2,967.9666667,41.4,23.1007731,24.03333333,0.000105469,0.989844467
2111,[605] N1 N2 N5 N3 S7 N5 N2 S1 N4 S2,0,968,41.43333333,23.13410643,24.06666667,3.90625E-06,0.989848373
2112,[606] N1 N2 N5 S5 N2 N5 S5 N2 N5 N3 S3,0,968,41.43333333,23.13410643,24.06666667,1.2207E-07,0.989848495
2113,[556] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 S5,1,968,41.43333333,23.13410643,24.06666667,2.19727E-06,0.989850693
2114,[557] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 S5,1,968,41.43333333,23.13410643,24.06666667,5.49316E-07,0.989851242
2115,[448] N1 N2 N5 S7 N7 S3 N6 N4 S1,3,968,41.43333333,23.13410643,24.06666667,0.000105469,0.989956711
