#,Pattern,,Time (seconds),,,,Probability,Cumulative probability,Node map
,,,Absolute,vs. best,vs. mean,vs. median,,,
2514,[601] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 N1 S8,2,71.142,46.735,27.892,28.903,0.000002 ,0.996230 ,
2514,[601] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 N1 S8,2,71.142,46.735,27.892,28.903,0.000000 ,0.996230 ,
2518,[605] N1 N2 N5 N3 S7 N5 N3 S2 N4 S1,2,71.178,46.771,27.928,28.939,0.000007 ,0.996236 ,
2519,[655] N1 N2 N5 S5 N2 N5 N3 S3 N6 N4 S8,1,71.221,46.814,27.971,28.982,0.000002 ,0.996238 ,
2520,[606] N1 N2 N5 N3 S7 N7 S3 N6 N4 S8,2,71.262,46.855,28.012,29.023,0.000105 ,0.996344 ,
2521,[703] N1 N2 N5 N3 S7 N5 N2 N1 S8 N4 N6 S3,0,71.315,46.908,28.065,29.076,0.000008 ,0.996354 ,
2521,[703] N1 N2 N5 S7 N3 N5 N2 N1 S8 N4 N6 S3,0,71.315,46.908,28.065,29.076,0.000002 ,0.996354 ,
2523,[656] N1 N2 N5 N3 S3 N6 N4 S1 N2 N5 S5,1,71.324,46.917,28.074,29.085,0.000004 ,0.996358 ,
2524,[558] N1 N2 N5 N3 S2 S3 N3 N5 N2 N1 S8,3,71.361,46.954,28.111,29.122,0.000002 ,0.996363 ,
2524,[558] N1 N2 N5 N3 S3 S2 N3 N5 N2 N1 S8,3,71.361,46.954,28.111,29.122,0.000003 ,0.996363 ,
2526,[607] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 S5,2,71.365,46.958,28.115,29.126,0.000026 ,0.996389 ,
2527,[560] N1 N2 N5 S5 N2 N5 N3 S3 N7 S7,3,71.366,46.959,28.116,29.127,0.000013 ,0.996402 ,
2528,[608] N1 N2 N5 N3 S3 N7 S7 N5 N2 N1 S8,2,71.394,46.987,28.144,29.155,0.000026 ,0.996435 ,
2528,[608] N1 N2 N5 S7 N7 S3 N3 N5 N2 N1 S8,2,71.394,46.987,28.144,29.155,0.000007 ,0.996435 ,
2530,[657] N1 N2 S1 N1 N2 N5 N3 S7 N5 N3 S7,1,71.395,46.988,28.145,29.156,0.000002 ,0.996438 ,
2531,[561] N1 N2 N5 S5 N2 N5 N3 S2 N4 N6 S3,3,71.399,46.992,28.149,29.16,0.000003 ,0.996441 ,
2532,[658] N1 N2 S1 N1 N2 N5 N3 S7 N5 N3 S3,1,71.412,47.005,28.162,29.173,0.000001 ,0.996442 ,
2533,[659] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 S7,1,71.451,47.044,28.201,29.212,0.000004 ,0.996451 ,
2533,[659] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 S7,1,71.451,47.044,28.201,29.212,0.000004 ,0.996451 ,
2535,[562] N1 N2 N5 S7 N3 N5 S7 N3 S3,3,71.47,47.063,28.22,29.231,0.000007 ,0.996457 ,
2536,[661] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N5 S7,1,71.512,47.105,28.262,29.273,0.000001 ,0.996459 ,
2536,[661] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 N5 S7,1,71.512,47.105,28.262,29.273,0.000001 ,0.996459 ,
2536,[661] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N5 S7,1,71.512,47.105,28.262,29.273,0.000000 ,0.996459 ,
2536,[661] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 N5 S7,1,71.512,47.105,28.262,29.273,0.000000 ,0.996459 ,
2540,[610] N1 N2 N5 S5 N2 N5 S5 N2 N5 N3 S7,2,71.537,47.13,28.287,29.298,0.000002 ,0.996461 ,
2541,[611] N1 N2 N5 S5 N2 N5 S5 N2 N5 N3 S3,2,71.554,47.147,28.304,29.315,0.000001 ,0.996462 ,
2542,[665] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 N1 S8,1,71.565,47.158,28.315,29.326,0.000002 ,0.996466 ,
2542,[665] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 N1 S8,1,71.565,47.158,28.315,29.326,0.000001 ,0.996466 ,
2542,[665] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 N1 S8,1,71.565,47.158,28.315,29.326,0.000000 ,0.996466 ,
2542,[665] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 N1 S8,1,71.565,47.158,28.315,29.326,0.000001 ,0.996466 ,
2546,[669] N1 N2 N5 N3 S3 N6 N4 S1 N1 N2 S5,1,71.568,47.161,28.318,29.329,0.000018 ,0.996484 ,
2547,[563] N1 N2 N5 S5 N2 N5 N3 S7 N7 S3,3,71.595,47.188,28.345,29.356,0.000013 ,0.996497 ,
2548,[612] N1 N2 N5 N3 S3 N6 N4 S1 N2 N1 S8,2,71.631,47.224,28.381,29.392,0.000013 ,0.996536 ,
2548,[612] N1 N2 S1 N4 N6 S3 N3 N5 N2 N1 S8,2,71.631,47.224,28.381,29.392,0.000026 ,0.996536 ,
2550,[614] N1 N2 S1 N1 N2 N5 N3 S3 N6 N4 S2,2,71.632,47.225,28.382,29.393,0.000003 ,0.996540 ,
2551,[670] N1 N2 N5 N3 S3 N7 S7 N3 N5 S7,1,71.647,47.24,28.397,29.408,0.000018 ,0.996645 ,
2551,[670] N1 N2 N5 N3 S3 N7 S7 N5 N3 S7,1,71.647,47.24,28.397,29.408,0.000035 ,0.996645 ,
2551,[670] N1 N2 N5 N3 S7 N5 N3 S3 N7 S7,1,71.647,47.24,28.397,29.408,0.000035 ,0.996645 ,
2551,[670] N1 N2 N5 N3 S7 N7 S3 N3 N5 S7,1,71.647,47.24,28.397,29.408,0.000018 ,0.996645 ,
2555,[674] N1 N2 N5 N3 S3 N7 S7 N5 N3 S3,1,71.664,47.257,28.414,29.425,0.000018 ,0.996663 ,
2556,[675] N1 N2 N5 N3 S7 N5 N3 S2 N4 N6 S3,1,71.68,47.273,28.43,29.441,0.000009 ,0.996672 ,
2556,[564] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 S7,3,71.68,47.273,28.43,29.441,0.000001 ,0.996672 ,
2558,[676] N1 N2 N5 N3 S7 N5 N2 N1 S1 N4 S8,1,71.731,47.324,28.481,29.492,0.000009 ,0.996683 ,
2558,[676] N1 N2 N5 S7 N3 N5 N2 N1 S1 N4 S8,1,71.731,47.324,28.481,29.492,0.000002 ,0.996683 ,
2560,[565] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 S5,3,71.791,47.384,28.541,29.552,0.000003 ,0.996694 ,
2560,[565] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 S5,3,71.791,47.384,28.541,29.552,0.000003 ,0.996694 ,
2560,[565] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 S5,3,71.791,47.384,28.541,29.552,0.000001 ,0.996694 ,
2560,[565] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 S5,3,71.791,47.384,28.541,29.552,0.000001 ,0.996694 ,
2560,[565] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 S5,3,71.791,47.384,28.541,29.552,0.000002 ,0.996694 ,
2560,[565] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 S5,3,71.791,47.384,28.541,29.552,0.000000 ,0.996694 ,
2566,[705] N1 N2 N5 N3 S7 N5 N2 S5 N5 N3 S7,0,71.818,47.411,28.568,29.579,0.000001 ,0.996696 ,
2566,[705] N1 N2 N5 N3 S7 N5 S5 N2 N5 N3 S7,0,71.818,47.411,28.568,29.579,0.000001 ,0.996696 ,
2566,[705] N1 N2 N5 S5 N2 N5 N3 S7 N5 N3 S7,0,71.818,47.411,28.568,29.579,0.000000 ,0.996696 ,
2566,[705] N1 N2 N5 S7 N3 N5 N2 S5 N5 N3 S7,0,71.818,47.411,28.568,29.579,0.000000 ,0.996696 ,
2566,[705] N1 N2 N5 S7 N3 N5 S5 N2 N5 N3 S7,0,71.818,47.411,28.568,29.579,0.000000 ,0.996696 ,
2571,[710] N1 N2 N5 N3 S7 N5 N2 S5 N5 N3 S3,0,71.835,47.428,28.585,29.596,0.000000 ,0.996698 ,
2571,[710] N1 N2 N5 N3 S7 N5 S5 N2 N5 N3 S3,0,71.835,47.428,28.585,29.596,0.000000 ,0.996698 ,
2571,[710] N1 N2 N5 S5 N2 N5 N3 S7 N5 N3 S3,0,71.835,47.428,28.585,29.596,0.000000 ,0.996698 ,
2571,[710] N1 N2 N5 S7 N3 N5 N2 S5 N5 N3 S3,0,71.835,47.428,28.585,29.596,0.000000 ,0.996698 ,
2571,[710] N1 N2 N5 S7 N3 N5 S5 N2 N5 N3 S3,0,71.835,47.428,28.585,29.596,0.000000 ,0.996698 ,
2576,[615] N1 N2 N5 N3 S7 N5 N3 S7 N5 S5,2,71.863,47.456,28.613,29.624,0.000013 ,0.996713 ,
2576,[615] N1 N2 N5 S7 N3 N5 S7 N3 N5 S5,2,71.863,47.456,28.613,29.624,0.000002 ,0.996713 ,
2578,[678] N1 N2 N5 N3 S7 N5 N3 S7 N7 S3,1,71.876,47.469,28.626,29.637,0.000035 ,0.996748 ,
2579,[571] N1 N2 N5 N3 S7 N5 N3 S2 N4 S8,3,71.893,47.486,28.643,29.654,0.000003 ,0.996751 ,
2580,[679] N1 N2 N5 N3 S2 N4 S1 N2 N5 N3 S7,1,71.951,47.544,28.701,29.712,0.000002 ,0.996753 ,
2581,[680] N1 N2 N5 N3 S2 N4 S1 N2 N5 N3 S3,1,71.968,47.561,28.718,29.729,0.000001 ,0.996755 ,
2582,[681] N1 N2 N5 N3 S3 N6 N4 S1 N2 N5 S7,1,72.001,47.594,28.751,29.762,0.000004 ,0.996759 ,
2583,[572] N1 N2 N5 N3 S3 N7 S7 N5 N2 S5,3,72.043,47.636,28.793,29.804,0.000026 ,0.996792 ,
2583,[572] N1 N2 N5 S7 N7 S3 N3 N5 N2 S5,3,72.043,47.636,28.793,29.804,0.000007 ,0.996792 ,
2585,[682] N1 N2 N5 S5 N2 N5 N3 S3 N6 N4 S2,1,72.055,47.648,28.805,29.816,0.000002 ,0.996794 ,
2586,[617] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N1 S1,2,72.094,47.687,28.844,29.855,0.000003 ,0.996800 ,
2586,[617] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N1 S1,2,72.094,47.687,28.844,29.855,0.000001 ,0.996800 ,
2586,[617] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 N1 S1,2,72.094,47.687,28.844,29.855,0.000002 ,0.996800 ,
2586,[617] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 N1 S1,2,72.094,47.687,28.844,29.855,0.000000 ,0.996800 ,
2590,[621] N1 N2 N5 N3 S7 N7 S3 N6 N4 S2,2,72.096,47.689,28.846,29.857,0.000105 ,0.996906 ,
2591,[622] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 S5,2,72.214,47.807,28.964,29.975,0.000007 ,0.996918 ,
2591,[622] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 S5,2,72.214,47.807,28.964,29.975,0.000003 ,0.996918 ,
2591,[622] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 S5,2,72.214,47.807,28.964,29.975,0.000001 ,0.996918 ,
2591,[622] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 S5,2,72.214,47.807,28.964,29.975,0.000002 ,0.996918 ,
2595,[683] N1 N2 N5 N3 S7 N5 N2 S1 N4 N6 S3,1,72.23,47.823,28.98,29.991,0.000035 ,0.996962 ,
2595,[683] N1 N2 N5 S7 N3 N5 N2 S1 N4 N6 S3,1,72.23,47.823,28.98,29.991,0.000009 ,0.996962 ,
2597,[574] N1 N2 N5 N3 S3 N6 N4 S1 N2 S5,3,72.28,47.873,29.03,30.041,0.000013 ,0.997002 ,
2597,[574] N1 N2 S1 N4 N6 S3 N3 N5 N2 S5,3,72.28,47.873,29.03,30.041,0.000026 ,0.997002 ,
2599,[576] N1 N2 N5 N3 S2 S3 N3 N5 N2 N1 S1,3,72.313,47.906,29.063,30.074,0.000002 ,0.997007 ,
2599,[576] N1 N2 N5 N3 S3 S2 N3 N5 N2 N1 S1,3,72.313,47.906,29.063,30.074,0.000003 ,0.997007 ,
2601,[626] N1 N2 N5 N3 S3 N7 S7 N5 N2 N1 S1,2,72.346,47.939,29.096,30.107,0.000026 ,0.997039 ,
2601,[626] N1 N2 N5 S7 N7 S3 N3 N5 N2 N1 S1,2,72.346,47.939,29.096,30.107,0.000007 ,0.997039 ,
2603,[628] N1 N2 N5 N3 S7 N5 N2 N1 S8 N4 S2,2,72.362,47.955,29.112,30.123,0.000026 ,0.997072 ,
2603,[628] N1 N2 N5 S7 N3 N5 N2 N1 S8 N4 S2,2,72.362,47.955,29.112,30.123,0.000007 ,0.997072 ,
2605,[578] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 S1,3,72.38,47.973,29.13,30.141,0.000007 ,0.997079 ,
2606,[715] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 N2 S1,0,72.421,48.014,29.171,30.182,0.000000 ,0.997080 ,
2606,[715] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 N2 S1,0,72.421,48.014,29.171,30.182,0.000000 ,0.997080 ,
2608,[579] N1 N2 N5 N3 S7 N5 N2 S1 N4 S8,3,72.443,48.036,29.193,30.204,0.000013 ,0.997096 ,
2608,[579] N1 N2 N5 S7 N3 N5 N2 S1 N4 S8,3,72.443,48.036,29.193,30.204,0.000003 ,0.997096 ,
2610,[717] N1 N2 N5 N3 S7 N5 N3 S7 N5 N2 S5,0,72.495,48.088,29.245,30.256,0.000001 ,0.997098 ,
2610,[717] N1 N2 N5 S7 N3 N5 S7 N3 N5 N2 S5,0,72.495,48.088,29.245,30.256,0.000000 ,0.997098 ,
2612,[685] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 N1 S1,1,72.517,48.11,29.267,30.278,0.000002 ,0.997102 ,
2612,[685] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 N1 S1,1,72.517,48.11,29.267,30.278,0.000001 ,0.997102 ,
2612,[685] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 N1 S1,1,72.517,48.11,29.267,30.278,0.000000 ,0.997102 ,
2612,[685] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 N1 S1,1,72.517,48.11,29.267,30.278,0.000001 ,0.997102 ,
2616,[581] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 N3 S2,3,72.531,48.124,29.281,30.292,0.000001 ,0.997103 ,
2617,[630] N1 N2 N5 S7 N3 N5 S7 N3 N5 S7,2,72.54,48.133,29.29,30.301,0.000002 ,0.997104 ,
2618,[689] N1 N2 N5 N3 S7 N5 N2 N1 S1 N4 S2,1,72.565,48.158,29.315,30.326,0.000009 ,0.997115 ,
2618,[689] N1 N2 N5 S7 N3 N5 N2 N1 S1 N4 S2,1,72.565,48.158,29.315,30.326,0.000002 ,0.997115 ,
2620,[719] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N5 N3 S2,0,72.566,48.159,29.316,30.327,0.000000 ,0.997115 ,
2620,[719] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 N5 N3 S2,0,72.566,48.159,29.316,30.327,0.000000 ,0.997115 ,
2620,[719] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N5 N3 S2,0,72.566,48.159,29.316,30.327,0.000000 ,0.997115 ,
2620,[719] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 N5 N3 S2,0,72.566,48.159,29.316,30.327,0.000000 ,0.997115 ,
2624,[631] N1 N2 N5 N3 S3 N6 N4 S1 N1 N2 S1,2,72.583,48.176,29.333,30.344,0.000013 ,0.997175 ,
2624,[631] N1 N2 N5 N3 S3 N6 N4 S1 N2 N1 S1,2,72.583,48.176,29.333,30.344,0.000013 ,0.997175 ,
2624,[631] N1 N2 S1 N1 N2 N5 N3 S3 N6 N4 S1,2,72.583,48.176,29.333,30.344,0.000007 ,0.997175 ,
2624,[631] N1 N2 S1 N4 N6 S3 N3 N5 N2 N1 S1,2,72.583,48.176,29.333,30.344,0.000026 ,0.997175 ,
2628,[723] N1 N2 N5 N3 S3 N7 S7 N3 N5 N2 S1,0,72.617,48.21,29.367,30.378,0.000002 ,0.997179 ,
2628,[723] N1 N2 N5 N3 S7 N7 S3 N3 N5 N2 S1,0,72.617,48.21,29.367,30.378,0.000002 ,0.997179 ,
2630,[635] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 N3 S2,2,72.734,48.327,29.484,30.495,0.000001 ,0.997179 ,
2631,[582] N1 N2 N5 N3 S2 N4 N6 S3 N3 S7,3,72.864,48.457,29.614,30.625,0.000026 ,0.997232 ,
2631,[582] N1 N2 N5 N3 S3 N6 N4 S2 N3 S7,3,72.864,48.457,29.614,30.625,0.000026 ,0.997232 ,
2633,[584] N1 N2 N5 N3 S3 N6 N4 S2 N3 S3,3,72.881,48.474,29.631,30.642,0.000013 ,0.997245 ,
2634,[691] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 N5 S5,1,72.909,48.502,29.659,30.67,0.000002 ,0.997248 ,
2635,[636] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N1 S4,2,72.978,48.571,29.728,30.739,0.000007 ,0.997260 ,
2635,[636] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N1 S4,2,72.978,48.571,29.728,30.739,0.000002 ,0.997260 ,
2635,[636] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 N1 S4,2,72.978,48.571,29.728,30.739,0.000003 ,0.997260 ,
2635,[636] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 N1 S4,2,72.978,48.571,29.728,30.739,0.000001 ,0.997260 ,
2639,[692] N1 N2 N5 S5 N2 N5 N3 S3 N6 N4 S1,1,73.006,48.599,29.756,30.767,0.000004 ,0.997264 ,
2640,[640] N1 N2 N5 N3 S7 N7 S3 N6 N4 S1,2,73.047,48.64,29.797,30.808,0.000211 ,0.997475 ,
2641,[725] N1 N2 N5 N3 S3 N6 N4 S1 N2 N5 N3 S2,0,73.055,48.648,29.805,30.816,0.000000 ,0.997476 ,
2642,[585] N1 N2 N5 N3 S7 N7 S3 N3 S7,3,73.06,48.653,29.81,30.821,0.000105 ,0.997581 ,
2643,[586] N1 N2 N5 N3 S3 N7 S7 N3 S3,3,73.077,48.67,29.827,30.838,0.000105 ,0.997687 ,
2644,[726] N1 N2 N5 N3 S3 N6 N4 S1 N1 N2 N5 S5,0,73.112,48.705,29.862,30.873,0.000000 ,0.997687 ,
2645,[587] N1 N2 N5 N3 S2 S3 N3 N5 N2 N1 S4,3,73.197,48.79,29.947,30.958,0.000003 ,0.997697 ,
2645,[587] N1 N2 N5 N3 S3 S2 N3 N5 N2 N1 S4,3,73.197,48.79,29.947,30.958,0.000007 ,0.997697 ,
2647,[589] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 S1,3,73.229,48.822,29.979,30.99,0.000003 ,0.997703 ,
2647,[589] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 S1,3,73.229,48.822,29.979,30.99,0.000002 ,0.997703 ,
2647,[589] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 S1,3,73.229,48.822,29.979,30.99,0.000000 ,0.997703 ,
2647,[589] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 S1,3,73.229,48.822,29.979,30.99,0.000001 ,0.997703 ,
2651,[641] N1 N2 N5 N3 S3 N7 S7 N5 N2 N1 S4,2,73.23,48.823,29.98,30.991,0.000053 ,0.997769 ,
2651,[641] N1 N2 N5 S7 N7 S3 N3 N5 N2 N1 S4,2,73.23,48.823,29.98,30.991,0.000013 ,0.997769 ,
2653,[643] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 S5,2,73.274,48.867,30.024,31.035,0.000007 ,0.997782 ,
2653,[643] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 S5,2,73.274,48.867,30.024,31.035,0.000007 ,0.997782 ,
2655,[593] N1 N2 N5 N3 S7 N5 N2 S1 N4 S2,3,73.277,48.87,30.027,31.038,0.000013 ,0.997799 ,
2655,[593] N1 N2 N5 S7 N3 N5 N2 S1 N4 S2,3,73.277,48.87,30.027,31.038,0.000003 ,0.997799 ,
2657,[595] N1 N2 S1 N1 N2 N5 N3 S3 N6 N4 S8,3,73.298,48.891,30.048,31.059,0.000002 ,0.997800 ,
2658,[645] N1 N2 N5 N3 S7 N5 N2 N1 S8 N4 S1,2,73.313,48.906,30.063,31.074,0.000026 ,0.997838 ,
2658,[645] N1 N2 N5 S7 N3 N5 N2 N1 S8 N4 S1,2,73.313,48.906,30.063,31.074,0.000007 ,0.997838 ,
2658,[596] N1 N2 N5 N3 S7 N5 N2 S5 N5 N3 S2,3,73.313,48.906,30.063,31.074,0.000002 ,0.997838 ,
2658,[596] N1 N2 N5 N3 S7 N5 S5 N2 N5 N3 S2,3,73.313,48.906,30.063,31.074,0.000002 ,0.997838 ,
2658,[596] N1 N2 N5 S5 N2 N5 N3 S7 N5 N3 S2,3,73.313,48.906,30.063,31.074,0.000001 ,0.997838 ,
2658,[596] N1 N2 N5 S7 N3 N5 N2 S5 N5 N3 S2,3,73.313,48.906,30.063,31.074,0.000000 ,0.997838 ,
2658,[596] N1 N2 N5 S7 N3 N5 S5 N2 N5 N3 S2,3,73.313,48.906,30.063,31.074,0.000000 ,0.997838 ,
2665,[647] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N5 S5,2,73.335,48.928,30.085,31.096,0.000002 ,0.997841 ,
2665,[647] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 N5 S5,2,73.335,48.928,30.085,31.096,0.000001 ,0.997841 ,
2665,[647] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N5 S5,2,73.335,48.928,30.085,31.096,0.000000 ,0.997841 ,
2665,[647] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 N5 S5,2,73.335,48.928,30.085,31.096,0.000000 ,0.997841 ,
2669,[693] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 N1 S4,1,73.401,48.994,30.151,31.162,0.000004 ,0.997850 ,
2669,[693] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 N1 S4,1,73.401,48.994,30.151,31.162,0.000002 ,0.997850 ,
2669,[693] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 N1 S4,1,73.401,48.994,30.151,31.162,0.000001 ,0.997850 ,
2669,[693] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 N1 S4,1,73.401,48.994,30.151,31.162,0.000001 ,0.997850 ,
2673,[651] N1 N2 N5 N3 S3 N6 N4 S1 N2 N1 S4,2,73.467,49.06,30.217,31.228,0.000026 ,0.997929 ,
2673,[651] N1 N2 S1 N4 N6 S3 N3 N5 N2 N1 S4,2,73.467,49.06,30.217,31.228,0.000053 ,0.997929 ,
2675,[653] N1 N2 N5 N3 S3 N7 S7 N3 N5 S5,2,73.47,49.063,30.22,31.231,0.000026 ,0.997982 ,
2675,[653] N1 N2 N5 N3 S7 N7 S3 N3 N5 S5,2,73.47,49.063,30.22,31.231,0.000026 ,0.997982 ,
2677,[697] N1 N2 N5 N3 S7 N5 N3 S7 N5 N2 S1,1,73.51,49.103,30.26,31.271,0.000004 ,0.997986 ,
2677,[697] N1 N2 N5 S7 N3 N5 S7 N3 N5 N2 S1,1,73.51,49.103,30.26,31.271,0.000001 ,0.997986 ,
2679,[699] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 N3 S7,1,73.536,49.129,30.286,31.297,0.000002 ,0.997989 ,
2680,[700] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 N3 S3,1,73.553,49.146,30.303,31.314,0.000001 ,0.997990 ,
2681,[701] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 N5 S7,1,73.586,49.179,30.336,31.347,0.000002 ,0.997992 ,
2682,[702] N1 N2 N5 N3 S7 N5 N3 S7 N5 N3 S2,1,73.594,49.187,30.344,31.355,0.000002 ,0.997994 ,
2683,[601] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N1 S8,3,73.642,49.235,30.392,31.403,0.000002 ,0.997997 ,
2683,[601] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N1 S8,3,73.642,49.235,30.392,31.403,0.000000 ,0.997997 ,
2683,[601] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 N1 S8,3,73.642,49.235,30.392,31.403,0.000001 ,0.997997 ,
2683,[601] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 N1 S8,3,73.642,49.235,30.392,31.403,0.000000 ,0.997997 ,
2687,[605] N1 N2 N5 N3 S7 N5 N3 S2 N4 S1,3,73.678,49.271,30.428,31.439,0.000003 ,0.998001 ,
2688,[655] N1 N2 N5 S5 N2 N5 N3 S3 N6 N4 S8,2,73.721,49.314,30.471,31.482,0.000003 ,0.998004 ,
2689,[727] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 N3 S7,0,73.739,49.332,30.489,31.5,0.000000 ,0.998004 ,
2690,[728] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 N3 S3,0,73.756,49.349,30.506,31.517,0.000000 ,0.998004 ,
2691,[606] N1 N2 N5 N3 S7 N7 S3 N6 N4 S8,3,73.762,49.355,30.512,31.523,0.000053 ,0.998057 ,
2692,[729] N1 N2 N5 N3 S3 N6 N4 S1 N1 N2 N5 S7,0,73.789,49.382,30.539,31.55,0.000000 ,0.998057 ,
2693,[703] N1 N2 N5 N3 S7 N5 N2 N1 S8 N4 N6 S3,1,73.815,49.408,30.565,31.576,0.000035 ,0.998101 ,
2693,[703] N1 N2 N5 S7 N3 N5 N2 N1 S8 N4 N6 S3,1,73.815,49.408,30.565,31.576,0.000009 ,0.998101 ,
2695,[656] N1 N2 N5 N3 S3 N6 N4 S1 N2 N5 S5,2,73.824,49.417,30.574,31.585,0.000007 ,0.998108 ,
2696,[607] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 S5,3,73.865,49.458,30.615,31.626,0.000013 ,0.998121 ,
2697,[608] N1 N2 N5 N3 S3 N7 S7 N5 N2 N1 S8,3,73.894,49.487,30.644,31.655,0.000013 ,0.998138 ,
2697,[608] N1 N2 N5 S7 N7 S3 N3 N5 N2 N1 S8,3,73.894,49.487,30.644,31.655,0.000003 ,0.998138 ,
2699,[657] N1 N2 S1 N1 N2 N5 N3 S7 N5 N3 S7,2,73.895,49.488,30.645,31.656,0.000003 ,0.998141 ,
2700,[730] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 N2 S5,0,73.906,49.499,30.656,31.667,0.000000 ,0.998142 ,
2700,[730] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 N2 S5,0,73.906,49.499,30.656,31.667,0.000000 ,0.998142 ,
2702,[658] N1 N2 S1 N1 N2 N5 N3 S7 N5 N3 S3,2,73.912,49.505,30.662,31.673,0.000002 ,0.998144 ,
2703,[659] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 S7,2,73.951,49.544,30.701,31.712,0.000007 ,0.998157 ,
2703,[659] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 S7,2,73.951,49.544,30.701,31.712,0.000007 ,0.998157 ,
2705,[732] N1 N2 N5 N3 S7 N5 N3 S3 N6 N4 S8,0,74.002,49.595,30.752,31.763,0.000001 ,0.998158 ,
2706,[661] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N5 S7,2,74.012,49.605,30.762,31.773,0.000002 ,0.998161 ,
2706,[661] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 N5 S7,2,74.012,49.605,30.762,31.773,0.000001 ,0.998161 ,
